"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-10","6.93",",,W"," 1803",",,X"," 1744",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"70",",,0","61",",,0",,,"  110",",,X","  110",",,X","0.0",",,0","14.1",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-11","8.05",",,W"," 0226",",,X"," 0225",",,W","0.05",",,0,2400","0.0",",,0,","0.0",",,0,",,,"65",",,0","61",",,0",,,"   40",",,X","   40",",,X","0.0",",,0","16.1",",,X","17.9",",,X","    1",",,0","    1",",,X",,,,,"    1",",,0",,,,,"    1",",,X","    1",",,0",,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-12","6.71",",,W"," 0215",",,X"," 0110",",,W","1.07",",,0,2400","0.0",",,0,","0.0",",,0,",,,"79",",,0","63",",,0",,,"  180",",,X","  170",",,X","0.0",",,0","15.0",",,X","17.9",",,X","    1",",,0","    1",",,X","    1",",,X",,,"    1",",,0",,,,,"    1",",,W","    1",",,0",,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-13","7.38",",,W"," 1107",",,X"," 1106",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"76",",,0","62",",,0",,,"  100",",,X","  110",",,X","0.0",",,0","17.9",",,X","21.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-14","6.26",",,W"," 1603",",,X"," 1719",",,W","0.01",",,0,2400","0.0",",,0,","0.0",",,0,",,,"71",",,0","57",",,0",,,"  120",",,X","  110",",,X","0.0",",,0","14.1",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-15","7.16",",,W"," 1511",",,X"," 1342",",,W","0.21",",,0,2400","0.0",",,0,","0.0",",,0,",,,"68",",,0","57",",,0",,,"  110",",,X","  130",",,X","0.0",",,0","16.1",",,X","19.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-16","7.38",",,W"," 1436",",,X"," 1436",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"66",",,0","56",",,0",,,"  150",",,X","  140",",,X","0.0",",,0","14.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-17","8.05",",,W"," 1530",",,X"," 1529",",,W","0.01",",,0,2400","0.0",",,0,","0.0",",,0,",,,"66",",,0","53",",,0",,,"  130",",,X","  120",",,X","0.0",",,0","14.1",",,X","16.1",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-18","12.08",",,W"," 1335",",,X"," 1445",",,W","2.25",",,0,2400","0.0",",,0,","0.0",",,0,",,,"65",",,0","62",",,0",,,"  170",",,X","  150",",,X","0.0",",,0","29.1",",,X","33.1",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-19","7.61",",,W"," 2038",",,X"," 2045",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"79",",,0","64",",,0",,,"  300",",,X","  280",",,X","0.0",",,0","15.0",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-20","6.26",",,W"," 1225",",,X"," 1435",",,W","0.41",",,0,2400","0.0",",,0,","0.0",",,0,",,,"72",",,0","65",",,0",,,"  180",",,X","  170",",,X","0.0",",,0","13.0",",,X","15.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-21","11.63",",,W"," 1506",",,X"," 1506",",,W","0.68",",,0,2400","0.0",",,0,","0.0",",,0,",,,"80",",,0","63",",,0",,,"  360",",,X","  360",",,X","0.0",",,0","25.1",",,X","32.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-22","13.42",",,W"," 1632",",,X"," 1418",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"76",",,0","66",",,0",,,"  360",",,X","  360",",,X","0.0",",,0","21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-23","9.40",",,W"," 0807",",,X"," 1116",",,W","0.08",",,0,2400","0.0",",,0,","0.0",",,0,",,,"80",",,0","65",",,0",,,"  360",",,X","  350",",,X","0.0",",,0","17.9",",,X","21.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-24","6.71",",,W"," 0628",",,X"," 0625",",,W","0.02",",,0,2400","0.0",",,0,","0.0",",,0,",,,"78",",,0","64",",,0",,,"  360",",,X","  360",",,X","0.0",",,0","15.0",",,X","17.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-25","6.93",",,W"," 2354",",,X"," 2351",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"76",",,0","64",",,0",,,"  190",",,X","  190",",,X","0.0",",,0","15.0",",,X","17.0",",,X",,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-26","6.49",",,W"," 1742",",,X"," 1732",",,W","0.04",",,0,2400","0.0",",,0,","0.0",",,0,",,,"81",",,0","65",",,0",,,"  360",",,X","   10",",,X","0.0",",,0","32.0",",,X","40.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,"    1",",,0","    1",",,X",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-27","7.16",",,W"," 1810",",,X"," 1807",",,W","0.01",",,0,2400","0.0",",,0,","0.0",",,0,",,,"83",",,0","64",",,0",,,"  320",",,X","  320",",,X","0.0",",,0","19.9",",,X","23.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-28","10.29",",,W"," 2359",",,X"," 2359",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"80",",,0","66",",,0",,,"  260",",,X","  260",",,X","0.0",",,0","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-29","10.96",",,W"," 1319",",,X"," 1319",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"83",",,0","67",",,0",,,"  230",",,X","  220",",,X","0.0",",,0","21.0",",,X","23.0",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-06-30","8.05",",,W"," 1718",",,X"," 1717",",,W","0.05",",,0,2400","0.0",",,0,","0.0",",,0,",,,"80",",,0","66",",,0",,,"  290",",,X","  290",",,X","0.0",",,0","23.9",",,X","31.1",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-01","5.82",",,W"," 1425",",,X"," 1011",",,W","0.04",",,0,2400","0.0",",,0,","0.0",",,0,",,,"81",",,0","68",",,0",,,"  130",",,X","  180",",,X","0.0",",,0","23.0",",,X","30.0",",,X","    1",",,W",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,W",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-02","7.16",",,W"," 1841",",,X"," 1840",",,W","0.02",",,0,2400","0.0",",,0,","0.0",",,0,",,,"79",",,0","68",",,0",,,"  320",",,X","  310",",,X","0.0",",,0","19.9",",,X","21.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-03","9.17",",,W"," 1906",",,X"," 1905",",,W","0.02",",,0,2400","0.0",",,0,","0.0",",,0,",,,"81",",,0","68",",,0",,,"  280",",,X","  280",",,X","0.0",",,0","19.9",",,X","25.1",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-04","12.97",",,W"," 1607",",,X"," 1559",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"83",",,0","68",",,0",,,"  270",",,X","  270",",,X","0.0",",,0","23.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-05","11.41",",,W"," 1714",",,X"," 1656",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"80",",,0","64",",,0",,,"  190",",,X","  200",",,X","0.0",",,0","21.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-06","7.83",",,W"," 1738",",,X"," 0636",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"84",",,0","64",",,0",,,"  180",",,X","   70",",,X","0.0",",,0","17.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-07","6.93",",,W"," 2307",",,X"," 2316",",,W","0.51",",,0,2400","0.0","T,,0,","0.0",",,0,",,,"80",",,0","64",",,0",,,"  330",",,X","  360",",,X","0.0",",,0","30.0",",,X","36.0",",,X","    1",",,0",,,"    1",",,X","    1",",,0","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-08","8.72",",,W"," 1913",",,X"," 1221",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"81",",,0","59",",,0",,,"  360",",,X","  350",",,X","0.0",",,0","17.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-09","7.38",",,W"," 1646",",,X"," 1605",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"73",",,0","62",",,0",,,"  110",",,X","  100",",,X","0.0",",,0","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-10","6.26",",,W"," 1159",",,X"," 1224",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"76",",,0","58",",,0",,,"  160",",,X","  130",",,X","0.0",",,0","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-11","13.65",",,W"," 1710",",,X"," 1812",",,W","0.38",",,0,2400","0.0",",,0,","0.0",",,0,",,,"76",",,0","62",",,0",,,"  190",",,X","  190",",,X","0.0",",,0","25.9",",,X","32.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-12","12.30",",,W"," 1437",",,X"," 1343",",,W","0.09",",,0,2400","0.0",",,0,","0.0",",,0,",,,"84",",,0","65",",,0",,,"  260",",,X","  270",",,X","0.0",",,0","23.0",",,X","30.0",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-13","10.29",",,W"," 1521",",,X"," 1547",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"77",",,0","60",",,0",,,"  190",",,X","  190",",,Z","0.0",",,0","23.9",",,X","29.1",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-14","10.07",",,W"," 1522",",,X"," 1426",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"83",",,0","64",",,0",,,"  260",",,X","  280",",,Z","0.0",",,0","23.9",",,X","25.9",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-15","9.17",",,W"," 1616",",,X"," 1606",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"80",",,0","62",",,0",,,"  180",",,X","  190",",,X","0.0",",,0","19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-16","10.29",",,W"," 1655",",,X"," 1051",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"82",",,0","70",",,0",,,"  190",",,X","  240",",,X","0.0",",,0","21.9",",,X","32.0",",,X",,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-17","6.93",",,W"," 1307",",,X"," 1306",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"84",",,0","68",",,0",,,"  150",",,X","  150",",,X","0.0",",,0","15.0",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-18","12.75",",,W"," 1427",",,X"," 1430",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"85",",,0","72",",,0",,,"  240",",,X","  240",",,X","0.0",",,0","23.0",",,X","25.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-19","11.18",",,W"," 1712",",,X"," 1714",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"81",",,0","67",",,0",,,"  190",",,X","  190",",,X","0.0",",,0","19.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-20","7.16",",,W"," 1553",",,X"," 1633",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"82",",,0","65",",,0",,,"  130",",,X","  120",",,X","0.0",",,0","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-21","7.83",",,W"," 0738",",,X"," 0719",",,W","0.76",",,0,2400","0.0",",,0,","0.0",",,0,",,,"72",",,0","66",",,0",,,"   40",",,X","   40",",,X","0.0",",,0","17.0",",,X","23.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-22","6.71",",,W"," 1659",",,X"," 1727",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"80",",,0","66",",,0",,,"  180",",,X","  180",",,X","0.0",",,0","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-23","11.41",",,W"," 1309",",,X"," 1308",",,W","0.56",",,0,2400","0.0",",,0,","0.0",",,0,",,,"76",",,0","65",",,0",,,"  100",",,X","  100",",,X","0.0",",,0","23.0",",,X","31.1",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-24","11.63",",,W"," 1949",",,X"," 1948",",,W","0.03",",,0,2400","0.0",",,0,","0.0",",,0,",,,"80",",,0","65",",,0",,,"  190",",,X","  200",",,X","0.0",",,0","19.9",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-25","10.74",",,W"," 2356",",,X"," 2341",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"82",",,0","66",",,0",,,"  180",",,X","  190",",,X","0.0",",,0","23.0",",,X","29.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-26","8.50",",,W"," 2356",",,X"," 2356",",,W","0.31",",,0,2400","0.0",",,0,","0.0",",,0,",,,"84",",,0","72",",,0",,,"  180",",,X","  180",",,X","0.0",",,0","23.0",",,X","28.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-27","9.62",",,W"," 1801",",,X"," 1818",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"83",",,0","71",",,0",,,"  190",",,X","  200",",,X","0.0",",,0","23.0",",,X","28.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-28","9.40",",,W"," 1954",",,X"," 1104",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"85",",,0","71",",,0",,,"  180",",,X","  160",",,X","0.0",",,0","21.9",",,X","30.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-29","10.51",",,W"," 1913",",,X"," 1911",",,W","0.34",",,0,2400","0.0",",,0,","0.0",",,0,",,,"82",",,0","71",",,0",,,"  230",",,X","  240",",,X","0.0",",,0","38.0",",,X","49.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-30","9.62",",,W"," 1602",",,X"," 1642",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"90",",,0","73",",,0",,,"  230",",,X","  230",",,X","0.0",",,0","17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-07-31","10.29",",,W"," 1509",",,X"," 1508",",,W","0.51",",,0,2400","0.0",",,0,","0.0",",,0,",,,"88",",,0","70",",,0",,,"  330",",,X","  300",",,X","0.0",",,0","31.1",",,X","53.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-08-01","7.83",",,W"," 1344",",,X"," 1343",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"81",",,0","68",",,0",,,"  190",",,X","  190",",,X","0.0",",,0","13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-08-02","8.50",",,W"," 1015",",,X"," 0950",",,W","0.62",",,0,2400","0.0",",,0,","0.0",",,0,",,,"78",",,0","71",",,0",,,"  140",",,X","  140",",,X","0.0",",,0","21.0",",,X","25.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-08-03","6.04",",,W"," 1750",",,X"," 1813",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"83",",,0","69",",,0",,,"  190",",,X","  180",",,X","0.0",",,0","14.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-08-04","9.84",",,W"," 1720",",,X"," 1701",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"84",",,0","70",",,0",,,"  190",",,X","  190",",,X","0.0",",,0","23.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-08-05","8.05",",,W"," 2022",",,X"," 2021",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"86",",,0","74",",,0",,,"  340",",,X","  340",",,X","0.0",",,0","17.0",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-08-06","7.38",",,W"," 0153",",,X"," 0132",",,W","0.04",",,0,2400","0.0",",,0,","0.0",",,0,",,,"76",",,0","67",",,0",,,"  360",",,X","  360",",,X","0.0",",,0","14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-08-07","10.74",",,W"," 1605",",,X"," 1106",",,W","0.00",",,0,2400","0.0",",,0,","0.0",",,0,",,,"83",",,0","66",",,0",,,"  340",",,X","  340",",,X","0.0",",,0","21.9",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2009-08-08","6.93",",,W"," 1435",",,X"," 1137",",,W","0.00","T,,0,2400","0.0",",,0,","0.0",",,0,",,,"78",",,0","63",",,0",,,"  200",",,X","  220",",,X","0.0",",,0","13.0",",,X","16.1",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
